category,text,word_count,clean_text,clean_word_count,label_id
business,"UK 'risks breaking golden rule'

The UK government will have to raise taxes or rein in spending if it wants to avoid breaking its ""golden rule"", a report suggests.

The rule states that the government can borrow cash only to invest, and not to finance its spending projects. The National Institute of Economic and Social Research (NIESR) claims that taxes need to rise by about £10bn if state finances are to be put in order. The Treasury said its plans were on track and funded until 2008. According to NIESR, if the government's current economic cycle runs until March 2006 then it is ""unlikely"" the golden rule will be met. Should the cycle end a year earlier, then the chances improve to ""50/50"". Either way, fiscal tightening is needed, NIESR said.

The report is the latest to call into question the viability of government spending projections. Earlier this month, accountancy firm Ernst & Young said that Chancellor of the Exchequer Gordon Brown's forecasts for tax revenues were too optimistic.

It claimed revenues were likely to be £6bn below estimates by the end of the tax year despite the economy growing in line with forecasts. A Treasury spokesperson dismissed the latest claims, saying it was ""on track to meeting spending rules and the golden rule in the current cycle and beyond"". ""Spending plans have been set out until 2008 and they are fully affordable."" Other than its warning on possible tax hikes, the NIESR report was optimistic about the state of the UK and global economy.

It said the recent record-busting surge in oil prices would have a limited effect on worldwide expansion, saying that if anything the ""world economy will continue to grow strongly"". Global gross domestic product (GDP) is tipped to be 4.1% this year, dipping to 4% in 2005, before picking up again to 4.2% in 2006. The US will continue to drive expansion until 2006, albeit at a slightly slower rate, as will be the case in Japan. Hinting at better times for UK exporters, NIESR said the euro zone ""is expected to pick up speed"".

Growth in Britain also is set to accelerate, it forecast. ""Despite weak growth in the third quarter, the forces sustaining the upswing remain intact and the economy will expand robustly in 2005 and 2006,"" NIESR said, adding that ""the economy will become better balanced over the next two years as exports stage a recovery"". GDP is expected at 3.2% in 2004, and 2.8% in both 2005 and 2006. The main cloud on the horizon, NIESR said, was the UK's much analysed and fretted over property market.
",435,uk risk breaking golden rule uk government raise tax rein spending want avoid breaking golden rule report suggests rule state government borrow cash invest finance spending project national institute economic social research niesr claim tax need rise 10bn state finance put order treasury said plan track funded 2008 according niesr government current economic cycle run march 2006 unlikely golden rule met cycle end year earlier chance improve 5050 either way fiscal tightening needed niesr said report latest call question viability government spending projection earlier month accountancy firm ernst young said chancellor exchequer gordon brown forecast tax revenue optimistic claimed revenue likely 6bn estimate end tax year despite economy growing line forecast treasury spokesperson dismissed latest claim saying track meeting spending rule golden rule current cycle beyond spending plan set 2008 fully affordable warning possible tax hike niesr report optimistic state uk global economy said recent recordbusting surge oil price would limited effect worldwide expansion saying anything world economy continue grow strongly global gross domestic product gdp tipped 4 1 year dipping 4 2005 picking 4 2 2006 u continue drive expansion 2006 albeit slightly slower rate case japan hinting better time uk exporter niesr said euro zone expected pick speed growth britain also set accelerate forecast despite weak growth third quarter force sustaining upswing remain intact economy expand robustly 2005 2006 niesr said adding economy become better balanced next two year export stage recovery gdp expected 3 2 2004 2 8 2005 2006 main cloud horizon niesr said uk much analysed fretted property market,254,0
politics,"Regiments' group in poll move

A regiments' campaign group is to target nine marginal Labour seats at the General Election.

Save the Scottish Regiments will also field a candidate against Armed Forces Minister Adam Ingram in East Kilbride. The group, which is unhappy at defence merger plans, is endorsing opposition candidates in nine seats. The marginals are Aberdeen South, Dumfriesshire, Dundee East and West, South West Edinburgh, Ochil, Stirling, East Renfrewshire and Western Isles. The campaigners unveiled a huge poster featuring Black Watch soldiers fighting the war in Iraq before they announced their election plans.

Former Scots Guardsman Allan Hendry will challenge Mr Ingram. The group said it is well organised, with 350 volunteers, and will be announcing at least one other candidate later. It added that it can only be stopped from inflicting serious damage on Labour if the government reverses its plan to merge the six Scottish regiments.

Scotland's only Conservative MP Peter Duncan said the Save the Scottish Regiments had done a ""superb job"" in fighting against defence cuts. He added: ""Their actions have reflected the pride that most people in this country have in our troops, and have shown a steely determination to make Labour pay for their betrayal. ""I have been honoured to speak at their rallies throughout Scotland."" Scottish National Party leader Alex Salmond said it had received a ""big boost"" from the campaign's decision to endorse SNP candidates in four marginal seats.

""Labour's arrogance has been their undoing. In trying to get rid of Scotland's historic regiments, Labour MPs will end up being scrapped themselves,"" he said. However, Labour MP George Foulkes said the campaigners would not make any difference to the outcome of the election and would not win the argument. ""A serving soldier knows that what Labour is proposing is right,"" he said. As well as their election move, Save the Scottish Regiments will join other campaigners at a rally in London in the spring. Defence Secretary Geoff Hoon announced last year that Scotland's regiments would be combined into a single unit. The move was part of overall Army reforms.
",349,regiment group poll move regiment campaign group target nine marginal labour seat general election save scottish regiment also field candidate armed force minister adam ingram east kilbride group unhappy defence merger plan endorsing opposition candidate nine seat marginals aberdeen south dumfriesshire dundee east west south west edinburgh ochil stirling east renfrewshire western isle campaigner unveiled huge poster featuring black watch soldier fighting war iraq announced election plan former scot guardsman allan hendry challenge mr ingram group said well organised 350 volunteer announcing least one candidate later added stopped inflicting serious damage labour government revers plan merge six scottish regiment scotland conservative mp peter duncan said save scottish regiment done superb job fighting defence cut added action reflected pride people country troop shown steely determination make labour pay betrayal honoured speak rally throughout scotland scottish national party leader alex salmond said received big boost campaign decision endorse snp candidate four marginal seat labour arrogance undoing trying get rid scotland historic regiment labour mp end scrapped said however labour mp george foulkes said campaigner would make difference outcome election would win argument serving soldier know labour proposing right said well election move save scottish regiment join campaigner rally london spring defence secretary geoff hoon announced last year scotland regiment would combined single unit move part overall army reform,216,2
entertainment,"Row threatens Hendrix museum plan

Proposals to open a museum dedicated to Jimi Hendrix are flailing because of a row over the home of his late father.

The run-down house in Seattle has already been moved wholesale once and local authorities are now demanding it be moved to another site. Hendrix supporters hoped to turn the home into a museum for the guitarist. ""The mayor is going to go down as the mayor who destroyed Jimi Hendrix's house,"" said Ray Rae Marshall of the James Marshall Hendrix Foundation. The foundation moved the building, in which Al Hendrix lived between 1953 and 1956, when the land it was built on was to be developed for housing in 2002. Now the City of Seattle wants its new plot to be used for development, giving a deadline of 22 February for the home to be moved. Mr Goldman said the authority had promised the house could remain on its new site and be turned into a memorial and community centre. Seattle officials said no such deal had been offered.

""We never said, 'You can own this property,'"" said John Franklin, chief of its operations department. ""From our perspective, it was a temporary situation. We have not threatened to demolish the house. We've simply asked that they have to move it."" Now Mr Goldman is calling for the authority to pay to move the building to Seattle's central district, where Hendrix grew up. Janie Hendrix, the guitarist's stepsister, said the family were still hoping the guitarist would be honoured by having a road named after him. ""That's something my father really wanted to see,"" she said. ""It would be nice if we didn't have to fight for everything to get it."" Hendrix was widely considered one of the most important guitarists of his time. He died of drug overdose in 1970 at the age of 27.
",312,row threatens hendrix museum plan proposal open museum dedicated jimi hendrix flailing row home late father rundown house seattle already moved wholesale local authority demanding moved another site hendrix supporter hoped turn home museum guitarist mayor going go mayor destroyed jimi hendrix house said ray rae marshall james marshall hendrix foundation foundation moved building al hendrix lived 1953 1956 land built developed housing 2002 city seattle want new plot used development giving deadline 22 february home moved mr goldman said authority promised house could remain new site turned memorial community centre seattle official said deal offered never said property said john franklin chief operation department perspective temporary situation threatened demolish house weve simply asked move mr goldman calling authority pay move building seattle central district hendrix grew janie hendrix guitarist stepsister said family still hoping guitarist would honoured road named thats something father really wanted see said would nice didnt fight everything get hendrix widely considered one important guitarist time died drug overdose 1970 age 27,166,1
tech,"Xbox power cable 'fire fear'

Microsoft has said it will replace more than 14 million power cables for its Xbox consoles due to safety concerns.

The company said the move was a ""preventative step"" after reports of fire hazard problems with the cables. It affects Xboxes made before 23 October 2003 for all regions but mainland Europe - and consoles in that region made before 13 January 2004. Microsoft said it had received 30 reports of minor injury or property damage due to faulty cables. The firm said fewer than one in 10,000 consoles had experienced component failures. The recall affects almost three quarters of all Xboxes sold around the world since its launch in 2001.

In a statement, it added: ""In almost all instances, any damage caused by these failures was contained within the console itself or limited to the tip of the power cord at the back of the console."" But in seven cases, customers reported sustaining a minor burn to their hand. In 23 cases, customers reported smoke damage, or minor damage to a carpet or entertainment centre. ""This is a preventative step we're choosing to take despite the rarity of these incidents,"" said Robbie Bach, senior vice president, Microsoft home and entertainment division. ""We regret the inconvenience, but believe offering consumers a free replacement cord is the responsible thing to do."" Consumers can order a new cable from the Xbox website or by telephoning 0800 028 9276 in the UK. Microsoft said customers would get replacement cords within two to four weeks from the time of order. It advised users to turn off their Xboxes when not in use. A follow-up to Xbox is expected to released at the end of this year or the beginning of 2006.
",292,xbox power cable fire fear microsoft said replace 14 million power cable xbox console due safety concern company said move preventative step report fire hazard problem cable affect xboxes made 23 october 2003 region mainland europe console region made 13 january 2004 microsoft said received 30 report minor injury property damage due faulty cable firm said fewer one 10 000 console experienced component failure recall affect almost three quarter xboxes sold around world since launch 2001 statement added almost instance damage caused failure contained within console limited tip power cord back console seven case customer reported sustaining minor burn hand 23 case customer reported smoke damage minor damage carpet entertainment centre preventative step choosing take despite rarity incident said robbie bach senior vice president microsoft home entertainment division regret inconvenience believe offering consumer free replacement cord responsible thing consumer order new cable xbox website telephoning 0800 028 9276 uk microsoft said customer would get replacement cord within two four week time order advised user turn xboxes use followup xbox expected released end year beginning 2006,175,4
entertainment,"Eastwood's Baby scoops top Oscars

Clint Eastwood's Million Dollar Baby beat Martin Scorsese's The Aviator to the top awards at the Oscars on Sunday.

The boxing drama was named best picture and Eastwood pipped Scorsese to best director, while its stars Hilary Swank and Morgan Freeman won acting awards. The Aviator took five prizes including best supporting actress for Cate Blanchett. The biopic of Howard Hughes led the nominations with 11. Jamie Foxx picked up best actor for playing soul star Ray Charles in Ray. Many expected this to be Scorsese's year - but he was unsuccessful in the best director category for the fifth time in his career.

He has never won despite being nominated for such films as Raging Bull and Goodfellas. Instead, Eastwood took his second Oscar for best director after winning for Unforgiven in 1993. ""It was a wonderful adventure,"" Eastwood said. ""To make a picture in 37 days, it takes a well oiled machine. I am lucky to be here and lucky to be still working. I've got a lot of stuff to do yet."" Hilary Swank picked up her second best actress Oscar for playing a female boxer in Million Dollar Baby, beating stars including Annette Bening, Kate Winslet and Imelda Staunton. ""I don't know what I did in this life to deserve this,"" she told the audience. ""I'm just a girl from a trailer park who had a dream."" Morgan Freeman beat actors including Clive Owen, Jamie Foxx and Alan Alda to the prize for best supporting actor. He thanked Eastwood and described the film as ""a labour of love"". This was the fourth nomination of his career but his first win. Backstage, he said: ""A lot of people say you're due - maybe you are, maybe you aren't - it's an accolade."" Million Dollar Baby's success was the night's biggest surprise after The Aviator seemed to have the advantage until the end of the ceremony.

Cate Blanchett, who won for playing late screen legend Katharine Hepburn in The Aviator, said her award was ""an indescribable surprise and honour"". Of Hepburn, she said: ""The longevity of her career is inspiring to everyone."" Blanchett also paid tribute to the film's director Martin Scorsese, telling him: ""I hope my son will marry your daughter."" The Aviator's other awards came for cinematography, film editing, art direction and costume design. And Jamie Foxx, who had two nominations this year, paid tribute to the ""beautiful legacy"" of soul legend Ray Charles, who died last year, and thanked director Taylor Hackford. ""You took a chance, man,"" he said. ""That love for Ray Charles was deep down in the earth somewhere and you opened it up. ""Everybody's drowning in this love. Thank you for taking a chance and thank you for waiting 15 years to get me to do it.""

He broke down in tears when speaking about being whipped by his grandmother, whom he described as his first acting teacher, when he was young. In other awards, cartoon hit The Incredibles won best animated feature and best sound editing. Bittersweet comedy Sideways won best adapted screenplay while the original screenplay prize went to Eternal Sunshine of the Spotless Mind. Born into Brothels, about the children of prostitutes in Calcutta, was named best documentary, The Sea Inside was named best foreign language film and Finding Neverland got the accolade for best musical score. Spider-Man 2 triumphed in the visual effects category, Ray won best sound mixing and Lemony Snicket's A Series of Unfortunate Events picked up best make-up. Former British TV presenter Andrea Arnold, who hosted children's shows Motormouth and Number 73 in the 1980s, won best short film for Wasp. Comedian Chris Rock, who hosted the ceremony for the first time, received a standing ovation before getting the show under way.
",632,eastwoods baby scoop top oscar clint eastwoods million dollar baby beat martin scorsese aviator top award oscar sunday boxing drama named best picture eastwood pipped scorsese best director star hilary swank morgan freeman acting award aviator took five prize including best supporting actress cate blanchett biopic howard hughes led nomination 11 jamie foxx picked best actor playing soul star ray charles ray many expected scorsese year unsuccessful best director category fifth time career never despite nominated film raging bull goodfellas instead eastwood took second oscar best director winning unforgiven 1993 wonderful adventure eastwood said make picture 37 day take well oiled machine lucky lucky still working ive got lot stuff yet hilary swank picked second best actress oscar playing female boxer million dollar baby beating star including annette bening kate winslet imelda staunton dont know life deserve told audience im girl trailer park dream morgan freeman beat actor including clive owen jamie foxx alan alda prize best supporting actor thanked eastwood described film labour love fourth nomination career first win backstage said lot people say youre due maybe maybe arent accolade million dollar baby success night biggest surprise aviator seemed advantage end ceremony cate blanchett playing late screen legend katharine hepburn aviator said award indescribable surprise honour hepburn said longevity career inspiring everyone blanchett also paid tribute film director martin scorsese telling hope son marry daughter aviator award came cinematography film editing art direction costume design jamie foxx two nomination year paid tribute beautiful legacy soul legend ray charles died last year thanked director taylor hackford took chance man said love ray charles deep earth somewhere opened everybodys drowning love thank taking chance thank waiting 15 year get broke tear speaking whipped grandmother described first acting teacher young award cartoon hit incredibles best animated feature best sound editing bittersweet comedy sideways best adapted screenplay original screenplay prize went eternal sunshine spotless mind born brothel child prostitute calcutta named best documentary sea inside named best foreign language film finding neverland got accolade best musical score spiderman 2 triumphed visual effect category ray best sound mixing lemony snickets series unfortunate event picked best makeup former british tv presenter andrea arnold hosted childrens show motormouth number 73 1980s best short film wasp comedian chris rock hosted ceremony first time received standing ovation getting show way,382,1
entertainment,"Ten-year tragedy of missing Manic

Richey Edwards, guitarist and lyricist for The Manic Street Preachers, vanished 10 years ago, on 1 February 1995. His disappearance remains one of the most tragic mysteries in rock music.

For his devoted fans, Richey Edwards was an inspired and inspiring poet, a man who articulated their desperation and despair, who shouted the things most kept hidden. The Manic Street Preachers may only have become stadium-conquering rock giants since his disappearance - but Edwards was the figurehead for their first, dangerous and dazzling incarnation. Edwards did not feature in the original line-up of the band, though. Singer/guitarist James Dean Bradfield, bassist Nicky Wire and drummer Sean Moore were originally accompanied by a rhythm guitarist called Flicker. But Edwards replaced Flicker in time for the band's self-financed debut, Suicide Alley, after designing the record's artwork.

After becoming a full-time member, Edwards became a critical part of the band, writing lyrics and playing guitar - though in many concerts, he was not actually plugged in. But the fiercely intelligent Edwards - who name-checked writers such as Sylvia Plath, George Orwell and Philip Larkin - battled depression, alcohol problems, eating disorders, and self-harm. By the time the band released their third album, The Holy Bible, in October 1994, Edwards had been admitted to hospital with depression. But in his last interview a few months later, seemed to be making plans for the future.

Edwards walks out of the Embassy Hotel in London in the early morning, ahead of the band's US tour to promote The Holy Bible. In the following days, police issue a missing person alert and his parents, Graham and Sherry, plead for their son to let them know he is safe and well.

Police discover Edwards' car in a car park near the Severn Bridge near Bristol - a notorious suicide spot. The discovery leads many to believe he has killed himself. The rest of the band stop touring and recording.

The band play their first concerts since Edwards' disappearance as a trio, performing support slots for The Stone Roses on their UK stadium tour.

The Manic Street Preachers release their first music since Edwards' disappearance. A Design For Life reaches number two in the UK singles chart. The album Everything Must Go follows.

The Manics win best band and best album for Everything Must Go at the Brit Awards.

A fan says she saw Edwards in the hippy resort of Goa, India. Interpol are alerted but do not track him down.

Graham and Sherry Edwards fly to the Spanish island of Fuerteventura six weeks after reports a man fitting their son's description has been seen in a bar called Underground. The report comes to nothing.

Edwards' sister Rachel makes an emotional TV appeal five years after the disappearance. ""I'd just like to say to him if he is able to listen that we do love him very much and we'd like him to come back - me, mum and dad,"" she said.

The band play a concert in the Cuban capital, Havana - the first contemporary western rock band to play there.

On the seventh anniversary of his disappearance, police offer Edwards' parents the opportunity to sign a death certificate. They refuse. The Big Issue magazine, which supports homelessness charities, prints the last known picture of Edwards in a fresh plea for information.

A pair of trainers containing human bones washed up on the banks of the River Severn have no link to Edwards, police say.

The last song written by Edwards - a song called Judge Y'Self, which was to have been used for the Judge Dredd film soundtrack - is released on the B-side compilation Lipstick Traces. A skeleton found by the River Severn is not Edwards, tests reveal.

The Manics' seventh studio album, Lifeblood, features a song dedicated to Edwards called Cardiff Afterlife.

The remaining Manic Street Preachers members continue to pay a quarter of the band's royalties into an account held in his name.
",664,tenyear tragedy missing manic richey edward guitarist lyricist manic street preacher vanished 10 year ago 1 february 1995 disappearance remains one tragic mystery rock music devoted fan richey edward inspired inspiring poet man articulated desperation despair shouted thing kept hidden manic street preacher may become stadiumconquering rock giant since disappearance edward figurehead first dangerous dazzling incarnation edward feature original lineup band though singerguitarist james dean bradfield bassist nicky wire drummer sean moore originally accompanied rhythm guitarist called flicker edward replaced flicker time band selffinanced debut suicide alley designing record artwork becoming fulltime member edward became critical part band writing lyric playing guitar though many concert actually plugged fiercely intelligent edward namechecked writer sylvia plath george orwell philip larkin battled depression alcohol problem eating disorder selfharm time band released third album holy bible october 1994 edward admitted hospital depression last interview month later seemed making plan future edward walk embassy hotel london early morning ahead band u tour promote holy bible following day police issue missing person alert parent graham sherry plead son let know safe well police discover edward car car park near severn bridge near bristol notorious suicide spot discovery lead many believe killed rest band stop touring recording band play first concert since edward disappearance trio performing support slot stone rose uk stadium tour manic street preacher release first music since edward disappearance design life reach number two uk single chart album everything must go follows manics win best band best album everything must go brit award fan say saw edward hippy resort goa india interpol alerted track graham sherry edward fly spanish island fuerteventura six week report man fitting son description seen bar called underground report come nothing edward sister rachel make emotional tv appeal five year disappearance id like say able listen love much wed like come back mum dad said band play concert cuban capital havana first contemporary western rock band play seventh anniversary disappearance police offer edward parent opportunity sign death certificate refuse big issue magazine support homelessness charity print last known picture edward fresh plea information pair trainer containing human bone washed bank river severn link edward police say last song written edward song called judge yself used judge dredd film soundtrack released bside compilation lipstick trace skeleton found river severn edward test reveal manics seventh studio album lifeblood feature song dedicated edward called cardiff afterlife remaining manic street preacher member continue pay quarter band royalty account held name,406,1
politics,"'Fido' to be taken off vote lists

The risk of pets and children being given votes could be cut by changing how people register to vote, the UK elections watchdog has said.

Those are some of the mistakes found under the current system, where one person in each household applies for voting forms for the other occupants. The Electoral Commission says enabling people to register individually could cut some errors and combat fraud. Voters need to register by 11 March if the next poll is on 5 May as expected. But any individual registration scheme would not be introduced in Britain before that general election.

The proposed scheme would mean voters using individual ""identifiers"" when they vote - such as their own voting number, date of birth and signature. The Electoral Commission says having voters register individually rather than the head of household do it for them fits better with human rights laws. Chairman Sam Younger told MPs on Tuesday care was needed to ensure that people were not lost off the register in the process - which happened when Northern Ireland switched to a similar system. There have been rare cases when household pets have been put on the electoral roll, the MPs heard. And some people have registered all their family, regardless of their age - birth dates are not included on the forms so election officers cannot easily check. Non-British citizens who are not entitled to vote have also been registered in some cases.

Mr Younger said there was anecdotal evidence of inaccuracies in the register, the vast majority of which were caused by genuine mistakes. He argued local councils could look harder at promoting targeted campaigns at ""hard to reach"" voters, for example. Some authorities already run such programmes but in others councillors worry about the party political impact of encouraging particular areas to turn out. Mr Younger said using the Royal Mail's postal redirection service had already helped election officers retrace about 50,000 voters.

He argued individual registration would also increase security for postal ballots and other new ways of voting. There have been fears there are too few checks to ensure current postal votes are cast by the person on the voting form. He said it might also help register students in halls of residences, where the hall warden often has to do the job for everybody. The MPs on the Office of the Deputy Prime Minister and Constitutional Affairs select committees pressed Mr Younger on how to avoid losing voters in any changeover. He said the Northern Ireland example illustrated real difficulties to be confronted. Currently, British voters have to re-register to vote every year or face being removed from the electoral rolls if they fail to do so two years running. Mr Younger suggested the re-registration could happen less frequently but argued efforts were needed to check the electoral rolls were up-to-date.
",480,fido taken vote list risk pet child given vote could cut changing people register vote uk election watchdog said mistake found current system one person household applies voting form occupant electoral commission say enabling people register individually could cut error combat fraud voter need register 11 march next poll 5 may expected individual registration scheme would introduced britain general election proposed scheme would mean voter using individual identifier vote voting number date birth signature electoral commission say voter register individually rather head household fit better human right law chairman sam younger told mp tuesday care needed ensure people lost register process happened northern ireland switched similar system rare case household pet put electoral roll mp heard people registered family regardless age birth date included form election officer cannot easily check nonbritish citizen entitled vote also registered case mr younger said anecdotal evidence inaccuracy register vast majority caused genuine mistake argued local council could look harder promoting targeted campaign hard reach voter example authority already run programme others councillor worry party political impact encouraging particular area turn mr younger said using royal mail postal redirection service already helped election officer retrace 50 000 voter argued individual registration would also increase security postal ballot new way voting fear check ensure current postal vote cast person voting form said might also help register student hall residence hall warden often job everybody mp office deputy prime minister constitutional affair select committee pressed mr younger avoid losing voter changeover said northern ireland example illustrated real difficulty confronted currently british voter reregister vote every year face removed electoral roll fail two year running mr younger suggested reregistration could happen less frequently argued effort needed check electoral roll uptodate,282,2
tech,"Pompeii gets digital make-over

The old-fashioned audio tour of historical places could soon be replaced with computer-generated images that bring the site to life.

A European Union-funded project is looking at providing tourists with computer-augmented versions of archaeological attractions. It would allow visitors a glimpse of life as it was originally lived in places such as Pompeii. It could pave the way for a new form of cultural tourism.

The technology would allow digital people and other computer-generated elements to be combined with the actual view seen by tourists as they walk around an historical site.

The Lifeplus project is part of the EU's Information Society Technologies initiative aimed at promoting user-friendly technology and enhancing European cultural heritage. Engineers and researchers working in the Europe-wide consortium have come up with a prototype augmented-reality system. It would require the visitor to wear a head-mounted display with a miniature camera and a backpack computer. The camera captures the view and feeds it to software on the computer where the visitor's viewpoint is combined with animated virtual elements. At Pompeii for example, the visitor would not just see the frescos, taverns and villas that have been excavated, but also people going about their daily life. Augmented reality has been used to create special effects in films such as Troy and Lord of the Rings and in computer gaming.

""This technology can now be used for much more than just computer games,"" said Professor Nadia Magnenat-Thalman of the Swiss research group MiraLab.

""We are, for the first time, able to run this combination of software processes to create walking, talking people with believable clothing, skin and hair in real-time,"" she said. Unlike virtual reality, which delivers an entirely computer-generated scene to the viewer, the Lifeplus project is about combining digital and real views. Crucial to the technique is the software that interprets the visitor's view and provides an accurate match between the real and virtual elements. The software capable of doing this has been developed by a UK company, 2d3. Andrew Stoddart, chief scientist at 2d3, said that the EU project has been driven by a new desire to bring the past to life. ""The popularity of television documentaries and dramatisations using computer-generated imagery to recreate scenes from ancient history demonstrates the widespread appeal of bringing ancient cultures to life,"" he said.
",388,pompeii get digital makeover oldfashioned audio tour historical place could soon replaced computergenerated image bring site life european unionfunded project looking providing tourist computeraugmented version archaeological attraction would allow visitor glimpse life originally lived place pompeii could pave way new form cultural tourism technology would allow digital people computergenerated element combined actual view seen tourist walk around historical site lifeplus project part eu information society technology initiative aimed promoting userfriendly technology enhancing european cultural heritage engineer researcher working europewide consortium come prototype augmentedreality system would require visitor wear headmounted display miniature camera backpack computer camera capture view feed software computer visitor viewpoint combined animated virtual element pompeii example visitor would see fresco tavern villa excavated also people going daily life augmented reality used create special effect film troy lord ring computer gaming technology used much computer game said professor nadia magnenatthalman swiss research group miralab first time able run combination software process create walking talking people believable clothing skin hair realtime said unlike virtual reality delivers entirely computergenerated scene viewer lifeplus project combining digital real view crucial technique software interprets visitor view provides accurate match real virtual element software capable developed uk company 2d3 andrew stoddart chief scientist 2d3 said eu project driven new desire bring past life popularity television documentary dramatisation using computergenerated imagery recreate scene ancient history demonstrates widespread appeal bringing ancient culture life said,227,4
sport,"Bortolami predicts dour contest

Italy skipper Marco Bortolami believes Saturday's Six Nations contest against Scotland will be a scrappy encounter.

With both sides looking for their first win of the championship, the third-round game at Murrayfield has been billed as a wooden-spoon decider. And Bortolami feels the Edinburgh contest could end up being a bruising battle of the packs. ""It will not be a pretty game because both teams are desperate to gain their first win,"" said the lock forward. Italy have only recorded three wins since they joined the Six Nations in 2000, but two of those have come against Scotland. This year, Italy opened up with a stubborn display against Ireland but ended up losing 28-17.

However, they were thoroughly outplayed by an impressive Welsh side in Rome last time out. Now the Italians travel to Edinburgh hoping to claim their first away win in the Six Nations. ""Scotland played extremely well against France in Paris but not so well when Ireland came to Edinburgh,"" said Bortolami. ""We are still very disappointed with our last game against Wales in Rome and we are thoroughly determined to right the wrongs. ""As a nation, our quest is to be respected as a team worthy of a place in this tournament and we can only do this by winning games.""
",219,bortolami predicts dour contest italy skipper marco bortolami belief saturday six nation contest scotland scrappy encounter side looking first win championship thirdround game murrayfield billed woodenspoon decider bortolami feel edinburgh contest could end bruising battle pack pretty game team desperate gain first win said lock forward italy recorded three win since joined six nation 2000 two come scotland year italy opened stubborn display ireland ended losing 2817 however thoroughly outplayed impressive welsh side rome last time italian travel edinburgh hoping claim first away win six nation scotland played extremely well france paris well ireland came edinburgh said bortolami still disappointed last game wale rome thoroughly determined right wrong nation quest respected team worthy place tournament winning game,117,3
politics,"UK heading wrong way - Howard

Tony Blair has had the chance to tackle the problems facing Britain and has failed, Michael Howard has said.

""Britain is heading in the wrong direction"", the Conservative leader said in his New Year message. Mr Blair's government was a ""bossy, interfering government that takes decisions that should be made by individuals,"" he added. But Labour's campaign spokesman Fraser Kemp responded: ""Britain is working, don't let the Tories wreck it again"". Mr Howard also paid tribute to the nation's character for its generous response to the Asian quake disaster. The catastrophe was overshadowing the hopes for the future at this usually positive time of the year, Mr Howard said.

""We watched the scenes of destruction with a sense of disbelief. The scale, the speed, the ferocity of what happened on Boxing Day is difficult to grasp. ""Yet Britain's response has shone a light on our nation's character. The last week has shown that the warm, caring heart of Britain beats as strong as ever."" He went on to reflect on the values that ""most Britons hold dear"". Looking ahead to the coming general election, he pledged to ""turn these beliefs into reality"" and set out the choices he says are facing Britain. ""How much tax do people want to pay? Who will give taxpayers value for money, the clean hospitals and good, disciplined schools they want? ""Who can be trusted to get a grip on the disorder on our streets and the chaos in our immigration system?""

Mr Blair has failed to tackle these problems, he claimed, saying he has the ""wrong solution"" to them.

""The result is big government and higher taxes eroding incentives, undermining enterprise and denying people choice. ""Worst of all, it is a government that has wasted people's money and failed to tackle the problems families face today."" The Tories, he said, can cut crime and improve public services without asking people to pay more taxes. ""We can have progress without losing what makes Britain great - its tolerance, the respect for the rule of law, the ability of everyone to fulfil their potential. ""We simply need to change direction. The election will give Britain the chance to change."" This is the record Mr Blair will have to defend in the coming months, he said, urging voters to hold him to account.

But Labour spokesman Mr Kemp said: ""It would be more appropriate for this message to come out on 1 April, not 1 January."" ""Let us never forget that when Michael Howard was in government Britain suffered mass unemployment, 15% interest rates, record home repossessions, and the introduction of the poll tax. ""With Labour Britain is working. Rather than alluding to false promises Michael Howard should be starting 2005 with an apology to the British people for the misery that the government, of which he was a member, inflicted upon the country.
",483,uk heading wrong way howard tony blair chance tackle problem facing britain failed michael howard said britain heading wrong direction conservative leader said new year message mr blair government bossy interfering government take decision made individual added labour campaign spokesman fraser kemp responded britain working dont let tory wreck mr howard also paid tribute nation character generous response asian quake disaster catastrophe overshadowing hope future usually positive time year mr howard said watched scene destruction sense disbelief scale speed ferocity happened boxing day difficult grasp yet britain response shone light nation character last week shown warm caring heart britain beat strong ever went reflect value briton hold dear looking ahead coming general election pledged turn belief reality set choice say facing britain much tax people want pay give taxpayer value money clean hospital good disciplined school want trusted get grip disorder street chaos immigration system mr blair failed tackle problem claimed saying wrong solution result big government higher tax eroding incentive undermining enterprise denying people choice worst government wasted people money failed tackle problem family face today tory said cut crime improve public service without asking people pay tax progress without losing make britain great tolerance respect rule law ability everyone fulfil potential simply need change direction election give britain chance change record mr blair defend coming month said urging voter hold account labour spokesman mr kemp said would appropriate message come 1 april 1 january let u never forget michael howard government britain suffered mass unemployment 15 interest rate record home repossession introduction poll tax labour britain working rather alluding false promise michael howard starting 2005 apology british people misery government member inflicted upon country,276,2
